Transaction_ID,Customer_ID,Transaction_Amount (in Million),Distance_From_Home,Device_ID,Card_Type,Account_Balance (in Million),Daily_Transaction_Count,Weekly_Transaction_Count,Avg_Transaction_Amount (in Million),Max_Transaction_Last_24h (in Million),Is_International_Transaction,Is_New_Merchant,Failed_Transaction_Count,Unusual_Time_Transaction,Previous_Fraud_Count,Fraud_Label,hour,minute,day_of_week,day_of_month,month,quarter,is_weekend,is_night,hour_sin,hour_cos,dow_sin,dow_cos,log_transaction_amount,amount_vs_avg_ratio,amount_vs_max24_ratio,Transaction_Type_ATM,Transaction_Type_Online,Transaction_Type_POS,Merchant_Category_ATM,Merchant_Category_Clothing,Merchant_Category_Electronics,Merchant_Category_Fuel,Merchant_Category_Grocery,Merchant_Category_Restaurant,Transaction_Location_Bangkok,Transaction_Location_Dubai,Transaction_Location_Faisalabad,Transaction_Location_Islamabad,Transaction_Location_Karachi,Transaction_Location_Kuala Lumpur,Transaction_Location_Lahore,Transaction_Location_London,Transaction_Location_Multan,Transaction_Location_Singapore,Customer_Home_Location_Faisalabad,Customer_Home_Location_Islamabad,Customer_Home_Location_Karachi,Customer_Home_Location_Lahore,Customer_Home_Location_Multan
898341.0,81962.0,8.0,47.0,674470.0,0.0,37.0,6.0,8.0,1.0,5.0,1.0,0.0,1.0,0.0,0.0,0,16,49,3,20,2,1,0,0,-0.8660254037844384,-0.5000000000000004,0.43388373911755823,-0.900968867902419,2.1972245773362196,7.9999920000080005,1.599999680000064,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
660635.0,99439.0,5.0,46.0,264108.0,0.0,33.0,1.0,17.0,4.0,6.0,0.0,1.0,0.0,1.0,1.0,0,23,50,6,12,1,1,1,1,-0.25881904510252157,0.9659258262890681,-0.7818314824680299,0.6234898018587334,1.791759469228055,1.249999687500078,0.8333331944444675,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
572953.0,16647.0,4.0,299.0,686419.0,1.0,24.0,1.0,1.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,0,11,35,6,6,4,2,1,0,0.258819045102521,-0.9659258262890682,-0.7818314824680299,0.6234898018587334,1.6094379124341003,1.9999990000005,0.9999997500000625,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
574874.0,67961.0,4.0,476.0,457873.0,1.0,13.0,5.0,8.0,3.0,1.0,1.0,1.0,2.0,1.0,0.0,1,0,51,0,24,3,1,0,1,0.0,1.0,0.0,1.0,1.6094379124341003,1.333332888889037,3.9999960000040002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
937659.0,71544.0,6.0,131.0,156352.0,1.0,19.0,3.0,21.0,5.0,1.0,0.0,1.0,2.0,1.0,1.0,0,15,50,1,4,3,1,0,0,-0.7071067811865471,-0.7071067811865479,0.7818314824680298,0.6234898018587336,1.9459101490553132,1.199999760000048,5.999994000006001,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
521551.0,80965.0,2.0,308.0,328450.0,1.0,11.0,6.0,18.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,0,3,49,1,28,1,1,0,1,0.7071067811865475,0.7071067811865476,0.7818314824680298,0.6234898018587336,1.0986122886681096,0.6666664444445185,0.99999950000025,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
884941.0,44495.0,6.0,568.0,436709.0,0.0,20.0,3.0,2.0,3.0,8.0,0.0,0.0,1.0,0.0,0.0,0,19,5,5,8,3,1,1,0,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.2225209339563146,1.9459101490553132,1.9999993333335555,0.7499999062500118,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
108171.0,11928.0,1.0,10.0,368757.0,0.0,18.0,6.0,17.0,5.0,1.0,0.0,1.0,2.0,1.0,0.0,0,15,41,4,10,1,1,0,0,-0.7071067811865471,-0.7071067811865479,-0.433883739117558,-0.9009688679024191,0.6931471805599453,0.199999960000008,0.9999990000010001,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
146030.0,95277.0,8.0,338.0,885330.0,1.0,18.0,2.0,16.0,5.0,5.0,1.0,0.0,2.0,0.0,1.0,0,13,22,2,23,4,2,0,0,-0.2588190451025208,-0.9659258262890683,0.9749279121818236,-0.22252093395631434,2.1972245773362196,1.599999680000064,1.599999680000064,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
731894.0,46627.0,2.0,181.0,908400.0,1.0,21.0,7.0,9.0,5.0,5.0,0.0,1.0,2.0,1.0,1.0,0,0,4,3,24,4,2,0,1,0.0,1.0,0.43388373911755823,-0.900968867902419,1.0986122886681096,0.399999920000016,0.399999920000016,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
691659.0,84394.0,3.0,174.0,506553.0,1.0,20.0,2.0,16.0,2.0,6.0,1.0,0.0,0.0,0.0,0.0,0,12,9,5,1,2,1,1,0,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,1.3862943611198906,1.499999250000375,0.49999991666668053,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
589323.0,75274.0,5.0,565.0,686953.0,0.0,9.0,7.0,24.0,5.0,6.0,1.0,1.0,1.0,1.0,1.0,0,16,29,4,18,4,2,0,0,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,1.791759469228055,0.99999980000004,0.8333331944444675,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
952375.0,97352.0,5.0,49.0,184424.0,1.0,35.0,4.0,21.0,3.0,7.0,1.0,1.0,1.0,0.0,0.0,0,14,39,5,15,3,1,1,0,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,1.791759469228055,1.6666661111112961,0.7142856122449125,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
433935.0,77815.0,4.0,322.0,867596.0,0.0,37.0,4.0,6.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,12,26,5,11,1,1,1,0,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,1.6094379124341003,3.9999960000040002,3.9999960000040002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
472909.0,53872.0,4.0,89.0,460100.0,1.0,20.0,4.0,13.0,5.0,4.0,1.0,1.0,2.0,0.0,1.0,0,10,40,0,7,4,2,0,0,0.49999999999999994,-0.8660254037844387,0.0,1.0,1.6094379124341003,0.799999840000032,0.9999997500000625,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
952450.0,85832.0,2.0,531.0,751144.0,0.0,15.0,3.0,23.0,5.0,5.0,0.0,0.0,1.0,0.0,1.0,0,22,35,5,22,2,1,1,1,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,1.0986122886681096,0.399999920000016,0.399999920000016,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
862985.0,70574.0,2.0,221.0,940393.0,0.0,28.0,7.0,2.0,5.0,2.0,0.0,1.0,1.0,0.0,0.0,0,11,43,0,7,4,2,0,0,0.258819045102521,-0.9659258262890682,0.0,1.0,1.0986122886681096,0.399999920000016,0.99999950000025,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
275707.0,92510.0,9.0,436.0,950307.0,1.0,26.0,6.0,15.0,1.0,7.0,1.0,1.0,1.0,0.0,1.0,0,2,53,2,8,1,1,0,1,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,2.302585092994046,8.999991000009,1.2857141020408425,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
774990.0,86133.0,6.0,215.0,672046.0,0.0,24.0,6.0,13.0,5.0,7.0,1.0,0.0,1.0,1.0,0.0,0,23,49,4,24,1,1,0,1,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,1.9459101490553132,1.199999760000048,0.857142734693895,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
223921.0,19832.0,1.0,431.0,178920.0,0.0,11.0,4.0,10.0,3.0,4.0,1.0,0.0,0.0,0.0,1.0,0,10,53,1,29,4,2,0,0,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,0.6931471805599453,0.33333322222225925,0.24999993750001562,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
130850.0,79966.0,4.0,496.0,166798.0,0.0,15.0,7.0,16.0,1.0,6.0,1.0,0.0,2.0,1.0,0.0,0,1,21,5,12,4,2,1,1,0.25881904510252074,0.9659258262890683,-0.9749279121818236,-0.2225209339563146,1.6094379124341003,3.9999960000040002,0.6666665555555741,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
436209.0,48635.0,9.0,330.0,946301.0,1.0,31.0,4.0,18.0,3.0,5.0,1.0,1.0,1.0,0.0,1.0,0,15,8,0,31,3,1,0,0,-0.7071067811865471,-0.7071067811865479,0.0,1.0,2.302585092994046,2.9999990000003334,1.799999640000072,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
901516.0,12189.0,9.0,151.0,835791.0,0.0,36.0,3.0,20.0,1.0,3.0,1.0,0.0,1.0,1.0,1.0,0,11,27,4,21,3,1,0,0,0.258819045102521,-0.9659258262890682,-0.433883739117558,-0.9009688679024191,2.302585092994046,8.999991000009,2.9999990000003334,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
568626.0,79239.0,7.0,491.0,696580.0,1.0,32.0,6.0,12.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0,7,49,5,8,2,1,1,0,0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,2.0794415416798357,3.499998250000875,6.9999930000070005,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
315000.0,91563.0,7.0,584.0,165947.0,1.0,17.0,6.0,6.0,4.0,8.0,0.0,1.0,0.0,1.0,1.0,0,16,48,6,12,1,1,1,0,-0.8660254037844384,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,2.0794415416798357,1.7499995625001092,0.8749998906250137,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
147885.0,56604.0,9.0,227.0,693970.0,1.0,36.0,3.0,15.0,2.0,5.0,0.0,1.0,2.0,1.0,1.0,0,8,59,4,17,1,1,0,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,2.302585092994046,4.499997750001125,1.799999640000072,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
350207.0,63603.0,7.0,233.0,329044.0,0.0,29.0,1.0,3.0,5.0,2.0,1.0,1.0,0.0,1.0,1.0,0,12,53,2,26,3,1,0,0,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,2.0794415416798357,1.399999720000056,3.499998250000875,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
229279.0,41334.0,2.0,489.0,249709.0,1.0,8.0,6.0,1.0,3.0,5.0,0.0,1.0,2.0,0.0,1.0,0,9,53,1,22,4,2,0,0,0.7071067811865476,-0.7071067811865475,0.7818314824680298,0.6234898018587336,1.0986122886681096,0.6666664444445185,0.399999920000016,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
620899.0,98462.0,4.0,597.0,343029.0,1.0,23.0,7.0,24.0,3.0,7.0,0.0,0.0,1.0,1.0,1.0,0,7,35,6,20,4,2,1,0,0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,1.6094379124341003,1.333332888889037,0.57142848979593,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
806879.0,77872.0,9.0,34.0,608665.0,0.0,14.0,1.0,11.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0,23,35,6,5,1,1,1,1,-0.25881904510252157,0.9659258262890681,-0.7818314824680299,0.6234898018587334,2.302585092994046,4.499997750001125,8.999991000009,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
654260.0,25440.0,4.0,531.0,851300.0,0.0,8.0,1.0,13.0,1.0,9.0,1.0,1.0,1.0,1.0,0.0,0,13,41,1,18,2,1,0,0,-0.2588190451025208,-0.9659258262890683,0.7818314824680298,0.6234898018587336,1.6094379124341003,3.9999960000040002,0.44444439506173394,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
647022.0,11600.0,7.0,536.0,949712.0,0.0,26.0,5.0,7.0,4.0,8.0,0.0,0.0,0.0,1.0,1.0,0,7,33,6,9,3,1,1,0,0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,2.0794415416798357,1.7499995625001092,0.8749998906250137,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
779293.0,96615.0,9.0,568.0,301670.0,0.0,22.0,4.0,23.0,1.0,3.0,0.0,1.0,2.0,1.0,0.0,0,13,38,0,31,3,1,0,0,-0.2588190451025208,-0.9659258262890683,0.0,1.0,2.302585092994046,8.999991000009,2.9999990000003334,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
581609.0,23739.0,2.0,177.0,483634.0,0.0,22.0,1.0,24.0,3.0,1.0,0.0,1.0,2.0,0.0,1.0,0,16,20,2,5,3,1,0,0,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,1.0986122886681096,0.6666664444445185,1.9999980000020001,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
694948.0,80492.0,4.0,524.0,487919.0,1.0,37.0,4.0,20.0,4.0,5.0,0.0,0.0,0.0,1.0,1.0,0,12,7,4,14,3,1,0,0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,1.6094379124341003,0.9999997500000625,0.799999840000032,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
892278.0,57923.0,1.0,432.0,873472.0,1.0,15.0,7.0,7.0,2.0,4.0,1.0,0.0,2.0,1.0,1.0,0,21,5,2,16,4,2,0,0,-0.7071067811865477,0.7071067811865474,0.9749279121818236,-0.22252093395631434,0.6931471805599453,0.499999750000125,0.24999993750001562,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
169180.0,10049.0,7.0,386.0,616591.0,1.0,16.0,1.0,18.0,2.0,4.0,0.0,0.0,1.0,1.0,0.0,0,12,58,1,11,3,1,0,0,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,2.0794415416798357,3.499998250000875,1.7499995625001092,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
575966.0,46517.0,7.0,291.0,628361.0,1.0,11.0,6.0,7.0,5.0,1.0,1.0,1.0,0.0,1.0,0.0,0,4,9,6,23,3,1,1,1,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,2.0794415416798357,1.399999720000056,6.9999930000070005,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
587203.0,72696.0,1.0,133.0,857052.0,1.0,23.0,7.0,13.0,5.0,8.0,1.0,1.0,0.0,0.0,0.0,0,16,20,5,19,4,2,1,0,-0.8660254037844384,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,0.6931471805599453,0.199999960000008,0.12499998437500197,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
259846.0,73142.0,3.0,223.0,245266.0,1.0,35.0,1.0,3.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0,15,0,0,13,1,1,0,0,-0.7071067811865471,-0.7071067811865479,0.0,1.0,1.3862943611198906,0.9999996666667778,2.9999970000030003,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
274655.0,25297.0,6.0,414.0,358790.0,1.0,14.0,4.0,2.0,2.0,8.0,0.0,1.0,2.0,0.0,1.0,0,4,12,6,12,1,1,1,1,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,1.9459101490553132,2.99999850000075,0.7499999062500118,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
613989.0,65821.0,6.0,360.0,806132.0,0.0,5.0,2.0,23.0,3.0,7.0,1.0,0.0,0.0,1.0,0.0,0,3,59,4,24,1,1,0,1,0.7071067811865475,0.7071067811865476,-0.433883739117558,-0.9009688679024191,1.9459101490553132,1.9999993333335555,0.857142734693895,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
